time,micro_id,macro_dominant,macro_weights_sum_sq,closure_coherence,integration,differentiation,path_coherence,dominant_subsystem,env_x,env_y,goal_prox,hazard_prox,perc_range,perc_focus,perc_mode,n_visible,heading_x,heading_y,speed,conflict_angle,clarity,curvature,inner_outer_ratio,force_mag_0,force_mag_1,force_mag_2,force_mag_3,force_mag_4,force_mag_5,force_mag_6,force_mag_7,clarity_decomp_0,clarity_decomp_1,clarity_decomp_2,clarity_decomp_3,clarity_decomp_4,clarity_decomp_5,clarity_decomp_6,clarity_decomp_7,clarity_rate,clarity_persistence,clarity_grad_mag,u_dim0,u_dim1,u_dim2,u_dim3,resultant_dir_0,resultant_dir_1,resultant_dir_2,resultant_dir_3
10,141,20,0.5230314033243971,0.6743664299899218,0.12756317727847452,0.3341466088932012,-0.06160810644544888,Memory,17.814967496154654,12.834547688042969,0.10513646587260889,0.01749473248688751,5.5786186999746405,0.6430350631400849,exploration,2,0.6904707314943641,0.7233603313353848,1.196677144186387,1.8787963866301713,0.1674974868421671,0.22493172143834544,0.9520656591092486,0.8801830532554243,0.9061806301551459,0.80266029801013,0.8716942722605622,0.9993304274966434,0.9924419177972552,0.9971664711127898,0.9999405871514829,-0.001270852539350822,-0.05480093903708366,-0.05644891640627142,0.19245187850156975,-0.009972806309657831,0.0016659082557169698,0.11673748939135432,-0.020864275014110187,0.04535529376318734,0.28154838032039575,0.6186897887493633,0.5000747731920142,0.5238951299872664,0.4086533565506725,0.5553931293889488,-0.008023408644211269,-0.405794008542805,-0.3863944809505442,0.8282307363503539
11,120,20,0.3839299175593073,0.6500751529859774,0.19845041281265471,0.43038997557967157,-0.22674274547417017,Planning,18.358958593576606,13.871224253194537,0.1845196553616285,0.024825851136032504,4.451920139304034,0.6887751905722641,threat-lock,1,0.4646570479144379,0.8854907271244796,1.1707367828887891,1.9941042367901138,0.16309749414671243,0.20390494588722652,1.0182908719950805,0.8659822262699507,0.8517827700102315,0.9126896684196208,0.8315879181772181,0.9998581375852272,0.9966743032178504,0.9946022920335342,0.9992346769919632,-0.07509590770618291,0.11169992161507235,0.00023597876750337235,0.04316713617835397,0.15844127825794682,-0.041836348668986736,0.011007019678165083,-0.04452158397515958,-0.0043999926954546575,0.27832315716783373,2.325005942936968,0.3255711620510689,0.6204366130016146,0.4493972595123293,0.5541695686616231,-0.8123122613660654,0.540063191287296,0.002446753293281847,0.22016937309547036
12,175,20,0.3078318463089382,0.6425469540561728,0.28528975663703554,0.4743143661023701,-0.2819267674712148,Motor Control,18.787402815410015,14.98865395452534,0.32903201342576216,0.03749523392400434,4.696383557073975,0.6879186980631362,threat-lock,1,0.35800607411831165,0.9337192570009434,1.1967512643146374,2.5645212326413374,0.16756177389791715,0.2040333914444051,0.9518793691613753,0.9455175388752897,0.7842565916511336,0.8933320206416259,0.8324037980615611,0.9780220764626987,0.9926594428536097,0.9972519147677732,0.9868492203599217,0.16749892930581556,0.028202167126421124,-0.01583936776180512,-0.03606279934276735,-0.06725577304256034,-0.03277852193157273,-0.02091993415524425,0.14471707369963027,0.004464279751204725,0.2763486732759472,0.24727795612811246,0.2593107201691678,0.6763109077549322,0.5578673773191601,0.4051487082295698,0.7744583645455619,0.24474000260564785,-0.24757703824780805,-0.5282255037788731
13,86,20,0.396817516425232,0.6110643665662875,0.18856262055822337,0.4141559343159759,-0.26090305823775933,Emotion,19.408524611275183,15.841533546559615,0.5964708689912963,0.05685825237505974,5.347204263914961,0.5836040957606988,exploration,1,0.5886958489469843,0.8083546235610886,1.0550809844781233,1.5372705907382178,0.18008931133386122,0.4261567253707243,1.3489444236872892,0.9657939475170191,0.7366162819974662,0.8299301073576748,0.914250797613544,0.9555393346366371,0.9964866105014489,0.9941521532554873,0.9946686083347356,-0.058358862078870186,0.04721701676403308,-0.037304821813996816,0.05875138698568272,0.13988696128031092,-0.07723588414942673,0.13029183694341376,-0.023158322597285508,0.012527537435944064,0.275246526762923,0.44999850169581285,0.35058496026034086,0.4813979478271277,0.3664809011797195,0.7148691702245844,-0.5761255450604814,0.296857969879244,-0.5056487268895852,0.5694506712989973
14,52,20,0.31219814202307683,0.6514455805656338,0.278496316605506,0.4486406423079253,-0.2633347310144946,Memory,19.970222574596537,16.61955863965552,0.8032483855884744,0.06798677486504094,4.198885407078317,0.800408419157209,threat-lock,1,0.585347373509223,0.8107826171828391,0.9595976487498531,1.9852377847792522,0.06688893696028574,0.11630649835534583,1.6923263825867685,0.9365309301785281,0.8765021455723597,0.9304255727269837,0.6992582207179658,0.9957128004453921,0.9966930500725182,0.9691815133308195,0.9662548865896273,-0.040627472202196535,-0.03783957020222763,0.0801857190990519,0.07712419487271248,0.03164205000157651,0.049470174751569035,-0.014152605187758972,-0.07891355417244103,-0.11320037437357548,0.20423749384291678,0.5940530617417432,0.29778092174333015,0.4124654965661536,0.34455828420951445,0.7889729434972561,-0.7691290023497955,-0.2668832940037086,0.49542313797523296,0.30293530577486616
15,86,20,0.39134723340347133,0.7305870942804483,0.19263735208415064,0.41571804352755554,-0.23970186189165033,Memory,0.43355707240149854,17.465756423987052,0.5623767129622392,0.07374043301521192,4.067349705257087,0.8522810604480793,threat-lock,1,0.4802671546585938,0.8771222606661733,0.9647432544795386,1.6754626943023612,0.12512149660175173,0.18268076905036676,1.6714894504079203,0.9546342340772319,0.9109732217468748,0.9387649260641278,0.6144279306637267,0.9967064382341114,0.998846487308666,0.9493407203581,0.937744739505346,-0.09803062128268453,0.04658736838360229,-0.02333010453792925,0.03450867885401414,0.20439988729469985,-0.027739155453387142,0.021319187928384744,-0.032593744584948396,0.058232559641465995,0.2533017097073222,0.5594621830214603,0.2465705781286565,0.4503171636955135,0.4922683658024334,0.7029148156873134,-0.8296948672334072,0.5057343229106132,-0.19476315251597937,0.13381530681771697
16,115,20,0.3404683983760411,0.7001917216528133,0.24074037256810962,0.4303178633235883,-0.18130068625014592,Attention,1.0152260505929822,17.988369071707865,0.3587515000238412,0.09276065786062236,4.9536101948146,0.7920403709811193,threat-lock,2,0.743859457923718,0.6683360732875582,0.7819608556367017,2.7061971595139642,0.05232757077450281,0.38035285073687247,2.700682632399929,0.9691248365331265,0.892868662248551,0.8704434796031496,0.7112740343956648,0.9895674125696525,0.9995599273196645,0.9888447988090594,0.9465067175361215,-0.002627440756726947,-0.03333098157201732,0.18611994407568735,-0.024474306642244967,-0.04561105615661241,0.09833538717544774,-0.1403094240752193,0.014225448726188607,-0.07279392582724892,0.2596290992109557,0.39227971210266166,0.2582956318381785,0.23207110764162636,0.7599091601573406,0.5495128896397885,-0.029149844760882972,-0.5067835359188528,0.8263590114205471,-0.24382682074795892
17,149,20,0.485312088433872,0.6682086330238453,0.1408794944219589,0.3353854732335805,-0.08987156709922459,Attention,1.926850830515906,18.337119492488668,0.24280018005783727,0.1059616460066095,6.559454960944043,0.684659022747852,vigilant,4,0.9339875656705888,0.35730550957510804,0.976056655816816,2.4479097338794586,0.08159067538197183,0.251004866331474,1.6267518085459862,0.966065921787423,0.9726988228227937,0.650029273771364,0.8354852351061876,0.9998280537964789,0.9277356802301391,0.9888714295769123,0.9785684715599517,-0.03386664717680099,0.020933651378342126,-0.08708699384011236,0.1008221371994294,0.11300058119397352,-0.03221373856613562,0.08781980341922613,-0.0878181182259504,0.029263104607469018,0.33192865905132496,2.379732049379684,0.48911795786789836,0.18711656086432732,0.6906277463838121,0.4987828303643386,-0.6040348260936031,0.47786974090720663,-0.3336782536270109,0.5435450879621467
18,94,20,0.5199064698504152,0.5973999433856994,0.12855772951528827,0.31723488749566403,0.020309391674440097,Planning,2.7256639175143893,18.794948362721755,0.15370232186637295,0.09591340098725308,6.143766478302872,0.649147981255037,exploration,3,0.8676041383868749,0.4972555269214899,0.9207114761851023,1.5447126280758077,0.1812097684051458,0.16372476803252278,1.8608148016415609,0.8722176440008591,0.9823377178700075,0.7232104163972498,0.8667269945940609,0.9769327393387414,0.9344721721341659,0.9907561575537623,0.9999766472867652,-0.004945852251537521,0.16417243570436488,-0.04547431614426211,0.041568478035173786,0.0634238806034,-0.09823808998879092,0.09529611412246677,-0.03459288167566908,0.09961909302317397,0.30268068379058594,0.9496817721860017,0.41070130149430306,0.2353878722404453,0.6274373552047118,0.6182550734500428,-0.06949561440113283,0.8352094418978018,-0.4245125416748762,0.34261443300670796
19,162,20,0.5518160338173124,0.6133032639794767,0.11917519173217601,0.30961420041911014,0.02575175217401391,Memory,3.604432611519938,19.46060906962572,0.09741743378914242,0.11769887176221223,5.76462413122827,0.73277855141503,vigilant,3,0.7971240860766463,0.6038155276212027,1.1024239630378596,1.4723675394465439,0.07476362031363942,0.2334851430812998,1.2051448337488953,0.911769947726604,0.9719015117253222,0.7786670388684522,0.7859775165413421,0.9922865515839052,0.9608062239165072,0.999978921202865,0.9891717320277034,-0.07205368946002444,0.03513021104340811,-0.033088373334086915,0.127234724522558,0.1165956859174177,-0.06980220801493583,0.04975864821157048,-0.07901137857226766,-0.10644614809150638,0.251029239369306,1.6086702806898292,0.5090173268862633,0.38557681441407393,0.6086158366288783,0.47097624623794804,-0.6452283035403367,0.41317113547900225,-0.29514463949778075,0.5708412133800224
