t,x,y,pressure,coordinator_magnitude,integration,dominant,micro_node,macro_basin_id,closure_coherence,goal_reached,hazard_hit
282,20.0,20.0,0.919173065037882,0.9999999999999999,1.0,Planning,23,0,0.0,False,False
283,20.0,20.0,0.9250287282618698,1.0,1.0,Planning,23,0,0.0,False,False
284,20.0,20.0,0.9250663144066883,1.0,1.0,Planning,23,0,0.0,False,False
285,20.0,20.0,0.9213718387036763,0.9999999999999999,1.0,Planning,23,0,0.0,False,False
286,20.0,20.0,0.9192381122697261,1.0,1.0,Planning,23,0,0.0,False,False
287,20.0,20.0,0.9178343373043482,1.0,1.0,Planning,23,1,0.0,False,False
288,20.0,20.0,0.9104793015451563,1.0,1.0,Planning,23,0,0.0,False,False
289,20.0,20.0,0.9120153892465329,0.9999999999999999,1.0,Planning,23,2,0.0,False,False
290,20.0,20.0,0.9132034515626906,0.9999999999999999,1.0,Planning,23,2,0.0,False,False
291,20.0,20.0,0.9077752218690451,0.9999999999999999,1.0,Planning,23,2,0.0,False,False
292,20.0,20.0,0.9096998583743734,1.0,1.0,Planning,23,2,0.0,False,False
293,20.0,20.0,0.892781095308613,1.0,1.0,Planning,4,2,0.0,False,False
294,20.0,20.0,0.8830073045314643,1.0,1.0,Planning,4,2,0.0,False,False
295,20.0,20.0,0.8806122144416183,1.0,1.0,Planning,23,0,0.0,False,False
296,20.0,20.0,0.8911705525265721,1.0,1.0,Planning,1,2,0.0,False,False
297,20.0,20.0,0.8866498122536994,1.0,1.0,Planning,1,2,0.0,False,False
298,20.0,20.0,0.8881104078741636,1.0,1.0,Planning,18,2,0.0,False,False
299,20.0,20.0,0.8838231701045762,1.0,1.0,Planning,18,2,0.0,False,False
